ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Default
5022979,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022980,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022981,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022982,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022984,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022985,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022986,F,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2,0
5022995,F,N,Y,0,76500,Pensioner,Higher education,Married,House / apartment,-23956,365243,1,0,0,0,None,2,0
5022996,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5022997,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023000,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023001,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023002,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023004,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023006,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-23007,-11589,1,1,1,0,Cleaning staff,1,0
5023007,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13779,-1878,1,0,0,0,Sales staff,2,0
5023008,F,N,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,-13779,-1878,1,0,0,0,Sales staff,2,0
5023009,F,N,Y,0,99900,Pensioner,Secondary / secondary special,Widow,House / apartment,-23799,365243,1,0,0,0,None,1,0
5023010,F,N,Y,0,99900,Pensioner,Secondary / secondary special,Widow,House / apartment,-23799,365243,1,0,0,0,None,1,0
5023011,M,Y,N,0,360000,Working,Secondary / secondary special,Married,House / apartment,-11440,-2457,1,0,0,0,Private service staff,2,0
5023012,F,N,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,-16898,-5622,1,0,0,0,None,2,0
5023015,F,N,N,0,76500,Pensioner,Higher education,Married,House / apartment,-20833,365243,1,0,0,0,None,2,0
5023019,F,N,N,0,76500,Pensioner,Higher education,Married,House / apartment,-20833,365243,1,0,0,0,None,2,0
5023020,F,N,N,0,76500,Pensioner,Higher education,Married,House / apartment,-20833,365243,1,0,0,0,None,2,0
5023021,F,N,N,0,76500,Pensioner,Higher education,Married,House / apartment,-20833,365243,1,0,0,0,None,2,0
5023022,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21187,365243,1,0,0,0,None,1,0
5023024,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-21187,365243,1,0,0,0,None,1,0
5023025,M,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,-18690,-5014,1,0,0,0,Laborers,2,0
5023027,M,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,-18690,-5014,1,0,0,0,Laborers,2,0
5023029,M,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,-18690,-5014,1,0,0,0,Laborers,2,0
5023032,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15088,-2092,1,0,1,0,Sales staff,2,0
5023033,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15088,-2092,1,0,1,0,Sales staff,2,0
5023034,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17810,-1727,1,1,0,0,Laborers,2,0
5023035,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17810,-1727,1,1,0,0,Laborers,2,0
5023036,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,With parents,-8179,-1117,1,0,0,0,None,2,0
5023037,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023038,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023039,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023040,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023041,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023042,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023043,F,N,N,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,None,1,0
5023044,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23145,365243,1,0,0,0,None,2,0
5023045,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23145,365243,1,0,0,0,None,2,0
5023046,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-23145,365243,1,0,0,0,None,2,0
5023048,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-10760,-2884,1,1,1,0,Laborers,2,0
5023049,F,N,Y,0,67500,Working,Secondary / secondary special,Married,House / apartment,-10760,-2884,1,1,1,0,Laborers,2,0
5023051,F,N,Y,3,112500,Working,Secondary / secondary special,Married,House / apartment,-13073,-4526,1,1,1,0,Medicine staff,5,0
5023052,F,N,Y,3,112500,Working,Secondary / secondary special,Married,House / apartment,-13073,-4526,1,1,1,0,Medicine staff,5,0
5023053,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,None,2,0
5023057,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11279,-508,1,0,0,0,Laborers,3,0
5023058,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11279,-508,1,0,0,0,Laborers,3,0
5023059,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11279,-508,1,0,0,0,Laborers,3,0
5023060,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16806,-2670,1,0,0,0,Sales staff,1,0
5023061,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16806,-2670,1,0,0,0,Sales staff,1,0
5023065,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,-23379,365243,1,0,1,0,None,2,0
5023066,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,-23379,365243,1,0,1,0,None,2,0
5023069,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,-23379,365243,1,0,1,0,None,2,0
5023070,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,-23379,365243,1,0,1,0,None,2,0
5023071,F,N,Y,0,38250,Pensioner,Higher education,Married,House / apartment,-23379,365243,1,0,1,0,None,2,0
5023072,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023073,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023074,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023075,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023076,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023077,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023078,F,Y,Y,0,81000,Working,Higher education,Married,House / apartment,-12615,-843,1,0,0,0,Cooking staff,2,0
5023079,F,N,Y,0,81000,Pensioner,Lower secondary,Married,House / apartment,-21801,365243,1,0,0,0,None,2,0
5023080,F,N,Y,0,81000,Pensioner,Lower secondary,Married,House / apartment,-21801,365243,1,0,0,0,None,2,0
5023081,M,N,Y,0,135000,State servant,Incomplete higher,Single / not married,House / apartment,-8758,-296,1,0,0,0,High skill tech staff,1,0
5023083,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023084,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023085,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023086,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023087,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023088,F,Y,N,1,175500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11709,-4983,1,0,0,0,Laborers,2,0
5023092,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-16868,-4161,1,0,0,0,Laborers,1,0
5023095,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,-16868,-4161,1,0,0,0,Laborers,1,0
5023097,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,-16819,-4404,1,0,0,0,Drivers,3,0
5023099,F,N,Y,0,94500,Pensioner,Lower secondary,Married,House / apartment,-21868,365243,1,0,0,0,None,2,0
5023100,F,N,Y,0,94500,Pensioner,Lower secondary,Married,House / apartment,-21868,365243,1,0,0,0,None,2,0
5023101,F,N,Y,0,94500,Pensioner,Lower secondary,Married,House / apartment,-21868,365243,1,0,0,0,None,2,0
5023103,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20932,365243,1,0,0,0,None,2,0
5023105,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3,0
5023106,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3,0
5023107,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3,0
5023108,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3,0
5023109,M,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3,0
5023110,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2,0
5023112,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2,0
5023113,M,N,Y,0,382500,Working,Higher education,Married,House / apartment,-10136,-539,1,1,1,0,Laborers,2,0
5023117,F,N,Y,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18826,-10217,1,0,0,0,None,2,0
5023118,F,N,Y,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-18826,-10217,1,0,0,0,None,2,0
5023133,F,N,Y,1,180000,Working,Higher education,Married,House / apartment,-12288,-1635,1,0,0,1,Core staff,3,0
5023134,F,N,Y,1,180000,Working,Higher education,Married,House / apartment,-12288,-1635,1,0,0,1,Core staff,3,0
5023138,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,None,1,0
5023141,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,None,1,0
5023144,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,None,1,0
5023146,F,N,N,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135,365243,1,0,0,0,None,1,0
5023150,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,-11400,-1513,1,0,0,0,Managers,3,0
5023151,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,-11400,-1513,1,0,0,0,Managers,3,0
5023152,M,N,Y,1,315000,Working,Higher education,Married,House / apartment,-11400,-1513,1,0,0,0,Managers,3,0
5023153,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2,0
5023159,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2,0
5023160,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2,0
5023161,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,2,0
5023163,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21786,365243,1,0,1,0,None,1,0
5023164,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,-21786,365243,1,0,1,0,None,1,0
5023168,F,N,N,0,153000,Pensioner,Lower secondary,Married,House / apartment,-23361,365243,1,0,0,0,None,2,0
5023169,F,N,N,0,153000,Pensioner,Lower secondary,Married,House / apartment,-23361,365243,1,0,0,0,None,2,0
5023170,F,N,Y,1,117000,State servant,Secondary / secondary special,Married,House / apartment,-15081,-2061,1,0,1,0,Medicine staff,3,0
5023172,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738,-4710,1,1,1,0,Laborers,3,0
5023176,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738,-4710,1,1,1,0,Laborers,3,0
5023177,F,N,Y,1,337500,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738,-4710,1,1,1,0,Laborers,3,0
5023180,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21268,365243,1,0,0,0,None,2,0
5023181,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21268,365243,1,0,0,0,None,2,0
5023182,F,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-21268,365243,1,0,0,0,None,2,0
5023183,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023184,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023185,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023186,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023187,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023188,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17235,-2700,1,0,1,0,Core staff,2,0
5023191,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023193,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023194,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023195,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023197,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023198,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,0
5023199,M,N,Y,0,49500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,None,2,1
5023200,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,4,0
5023201,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,4,0
5023202,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,4,0
5023204,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15790,-1939,1,0,0,0,Drivers,4,0
5023205,M,Y,N,0,135000,Working,Higher education,Married,House / apartment,-19354,-5287,1,0,1,0,Core staff,2,0
5023206,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,1,0,0,0,Sales staff,3,0
5023210,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,1,0,0,0,Sales staff,3,0
5023211,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,1,0,0,0,Sales staff,3,0
5023212,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14438,-235,1,0,0,0,Sales staff,3,0
5023213,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16712,-2243,1,0,0,0,Drivers,2,0
5023214,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16712,-2243,1,0,0,0,Drivers,2,0
5023215,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16712,-2243,1,0,0,0,Drivers,2,0
5023216,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16712,-2243,1,0,0,0,Drivers,2,0
5023217,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-16712,-2243,1,0,0,0,Drivers,2,0
5023224,F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20737,365243,1,0,0,0,None,2,0
5023229,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24629,365243,1,0,0,0,None,1,0
5023230,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Widow,House / apartment,-24629,365243,1,0,0,0,None,1,0
5023231,M,Y,Y,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-17376,-1362,1,0,0,0,Laborers,1,0
5023232,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023233,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023234,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023235,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023236,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023237,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023238,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-11202,-1270,1,1,0,0,Core staff,1,0
5023239,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023240,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023241,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023242,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023244,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023245,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023246,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023247,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023248,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023249,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,None,4,0
5023250,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19549,365243,1,0,0,0,None,2,0
5023251,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19549,365243,1,0,0,0,None,2,0
5023252,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-19549,365243,1,0,0,0,None,2,0
5023253,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-20433,-2396,1,0,0,0,Drivers,1,0
5023254,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-20433,-2396,1,0,0,0,Drivers,1,0
5023255,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-20433,-2396,1,0,0,0,Drivers,1,0
5023256,M,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,-20433,-2396,1,0,0,0,Drivers,1,0
5023257,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023259,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023260,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023261,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023262,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023263,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023264,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2,0
5023265,M,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-8929,-1026,1,0,0,0,Core staff,2,0
5023270,M,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,-23325,365243,1,0,0,0,None,2,0
5023277,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,None,2,0
5023279,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2,0
5023280,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2,0
5023282,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2,0
5023283,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15615,-3249,1,0,0,0,None,2,0
5023284,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-15615,-3249,1,0,0,0,None,2,0
5023285,M,Y,Y,0,189000,Working,Secondary / secondary special,Married,House / apartment,-16127,-3461,1,0,0,0,Core staff,2,0
5023287,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3,1
5023290,F,N,Y,1,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15616,-1057,1,1,0,0,Cleaning staff,3,0
5023295,F,N,N,1,225000,State servant,Higher education,Civil marriage,House / apartment,-11279,-1788,1,0,1,0,Medicine staff,3,1
5023298,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,None,3,0
5023299,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,None,3,0
5023300,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,None,3,0
5023301,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,None,3,0
5023302,F,Y,Y,1,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,None,3,0
5023304,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023305,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023306,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023307,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023308,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023309,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023310,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023311,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023314,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023316,M,Y,N,1,225000,Working,Secondary / secondary special,Married,House / apartment,-10502,-1878,1,0,0,0,Laborers,3,0
5023323,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,None,4,0
5023324,M,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,None,4,0
5023327,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023328,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023329,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023330,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023331,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023332,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023333,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
5023334,M,N,Y,2,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-24278,365243,1,0,0,0,None,4,0
